<trainsetNo>1</trainsetNo><version>version1</version><modversion>test</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	2
2	16
3	22
4	27
5	35
6	41
7	66
8	71
9	77
10	89
11	93
12	111
13	123
14	149
15	156
16	229
17	252
18	259
19	269
20	272
21	277
22	284
23	289
24	294
25	317
26	324
27	332
28	340
29	345
30	352
31	355
32	362
33	371
34	385
35	401
36	405
37	412
38	428
39	447
40	484
41	494
42	507
43	519
44	535
45	591
46	643
47	659
48	886
49	896
50	902
51	919
52	929
53	935
54	951
55	994
56	1020
57	1026
58	1031
59	1037
60	1044
61	1079
62	1228
63	1311
64	1329
65	1333
66	1341
67	1351
68	1369
69	1370
70	1380
71	1383
72	1389
73	1391
74	1399
75	1408
76	1413
77	1419
78	1428
79	1431
80	1436
81	1442
82	1450
83	1456
84	1462
85	1467
86	1471
87	1478
88	1482
89	1495
90	1501
91	1508
92	1534
93	1543
94	1565
95	1572
96	1575
97	1581
98	1589
99	1600
100	1637
101	1641
102	1646
103	1655
104	1661
105	1669
106	1676
107	1681
108	1688
109	1702
110	1713
111	1739
112	1747
113	1754
114	1766
115	1768
116	1770
117	1773
118	1784
119	1798
120	1799
121	1808
122	1818
123	1834
124	1843
125	1852
126	1882
127	1916
128	1924
129	1933
130	1964
131	2051
132	2057
133	2070
134	2094
135	2163
136	2167
137	2180
138	2186
139	2207
140	2216
141	2221
142	2230
143	2246
144	2260
145	2262
146	2264
147	2272
148	2277
149	2297
150	2311
151	2334
152	2346
153	2364
154	2372
155	2385
156	2432
157	2442
158	2463
159	2513
160	2524
161	2548
162	2564
163	2595
164	2601
165	2613
166	2636
167	2673
168	2690
169	2716
170	2733
171	2757
172	2769
173	2791
174	2815
175	2850
176	2875
177	2887
178	2905
179	2932
180	2973
181	2998
182	3058
183	3103
184	3153
185	3166
186	3181
187	3194
188	3212
189	3302
190	3371
191	3644
192	3692
193	3700
194	3705
195	3722
196	3727
197	3734
198	3740
199	3748
200	3752
201	3766
202	3775
203	3819
204	3822
205	3835
206	3842
207	3847
208	3850
209	3857
210	3883
211	3909
212	3930
213	3958
214	3978
215	4010
216	4028
217	4077
218	4132
219	4226
220	4278
221	5016
222	5101
223	5136
224	5186
225	5190
226	5193
227	5200
228	5203
229	5226
230	5234
231	5248
232	5257
233	5285
234	5295
235	5300
236	5312
237	5327
238	5331
239	5350
240	5362
241	5383
242	5436
243	5463
244	5479
245	5510
246	5656
247	5701
248	5723
249	5788
250	5848
251	5969
252	6006
253	6025
254	6056
255	6107
256	6126
257	6135
258	6139
259	6143
260	6145
261	6149
262	6157
263	6169
264	6176
265	6186
266	6201
267	6206
268	6215
269	6219
270	6224
271	6246
272	6250
273	6255
274	6266
275	6274
276	6278
277	6288
278	6298
279	6304
280	6314
281	6316
282	6321
283	6328
284	6336
285	6342
286	6348
287	6355
288	6362
289	6364
290	6376
291	6387
292	6402
293	6408
294	6413
295	6425
296	6432
297	6453
298	6456
299	6470
300	6477
301	6483
302	6496
303	6504
304	6509
305	6516
306	6522
307	6534
308	6537
309	6545
310	6552
311	6571
312	6581
313	6587
314	6631
315	6646
316	6650
317	6664
318	6674
319	6688
320	6700
321	6711
322	6717
323	6723
324	6726
325	6728
326	6737
327	6746
328	6753
329	6764
330	6770
331	6773
332	6779
333	6786
334	6801
335	6806
336	6807
337	6814
338	6817
339	6827
340	6832
341	6834
342	6841
343	6855
344	6862
345	6876
346	6887
347	6928
348	6934
349	6940
350	6942
351	6951
352	6958
353	6968
354	6979
355	6988
356	7074
357	7077
358	7081
359	7085
360	7088
361	7097
362	7108
363	7118
364	7122
365	7133
366	7140
367	7147
368	7186
369	7189
370	7196
371	7204
372	7210
373	7214
374	7235
375	7253
376	7259
377	7264
378	7495
379	7524
380	7536
381	7548
382	7566
383	7580
384	7589
385	7598
386	7753
387	7770
388	7776
389	7788
390	7813
391	7829
392	7840
393	7854
394	7862
395	7870
396	7875
397	7895
398	7915
399	7965
400	7968
401	7976
402	7989
403	8038
404	8049
405	8059
406	8066
407	8169
408	8182
409	8194
410	8205
411	8227
412	8233
413	8237
414	8243
415	8254
416	8261
417	8273
418	8288
419	8300
420	8302
421	8310
422	8320
423	8333
424	8349
425	8370
426	8377
427	8391
428	8400
429	8412
430	8424
431	8431
432	8436
433	8443
434	8560
435	8587
436	8594
437	8614
438	8665
439	8677
440	8696
441	8703
442	9361
443	9379
444	9496
445	9508
446	9525
447	9538
448	9563
449	9573
450	9578
451	9582
452	9585
453	9591
454	9602
455	9609
456	9983
457	10015
458	10020
459	10030
460	10070
461	10078
462	10084
463	10084
464	10093
465	10098
466	10115
467	10125
468	10137
469	10155
470	10176
471	10222
472	10246
473	10260
474	10280
475	10311
476	10331
477	10421
478	10448
479	10473
480	10514
481	10520
482	10529
483	10537
484	10582
485	10601
486	10610
487	10619
488	10620
489	10656
490	10683
491	10707
492	10712
493	10732
494	10741
495	10760
496	10771
497	10781
498	10805
499	10816
500	10833
501	10878
502	10914
503	10995
504	11033
505	11055
506	11126
507	11173
508	11202
509	11373
510	11441
511	11608
512	11821
513	11852
514	11942
515	11982
516	12036
517	12066
518	12128
519	12141
520	12149
521	12171
522	12247
523	12267
524	12313
525	12337
526	12364
527	12368
528	12378
529	12392
530	12402
531	12418
532	12428
533	12471
534	12749
535	12781
536	12799
537	12846
538	12882
539	12996
540	13007
541	13017
542	13029
543	13056
544	13067
545	13179
546	13197
547	13245
548	13289
549	13312
550	13340
551	13378
552	13393
553	13437
554	13445
555	13530
556	13541
557	13588
558	13773
559	13806
560	13816
561	13817
562	13828
563	13843
564	13846
565	13852
566	13873
567	13946
568	13956
569	13966
570	13970
571	14035
572	14047
573	14059
574	14085
575	14121
576	14136
577	14142
578	14150
579	14167
580	14173
581	14181
582	14188
583	14221
584	14228
585	14248
586	14257
587	14288
588	14308
589	14309
590	14365
591	14401
592	14409
593	14421
594	14433
595	14471
596	14500
597	14521
598	14622
599	14658
600	14683
601	14714
602	14735
603	14838
604	14851
605	14867
606	14957
607	14972
608	15010
609	15042
610	15115
611	15134
612	15237
613	15255
614	15266
615	15349
616	15357
617	15455
618	15469
619	15602
620	15668
621	15697
622	15721
623	15804
624	15821
625	15830
626	15845
627	15885
628	15906
629	15912
630	15926
631	16097
632	16111
633	16134
634	16182
635	16419
636	16451
637	16469
638	16499
639	16534
640	16559
641	16589
642	17732
643	17809
644	17847
645	17864
646	17889
647	17945
648	17963
649	18050
650	18078
651	18133
652	18205
653	18210
654	18228
655	18236
656	18243
657	18260
658	18275
659	18296
660	18314
661	18366
662	18404
663	18440
664	18459
665	18495
666	18524
667	18671
668	18716
669	18730
670	18752
671	18766
672	18782
673	18879
674	18927
675	19064
676	19121
677	19186
678	19282
679	19493
680	19612
681	19684
682	19729
683	19866
684	19909
685	20084
686	20243
687	20427
688	20446
689	20459
690	20484
691	20519
692	20525
693	20555
694	20626
695	20676
696	20835
697	20865
698	20890
699	20983
700	21039
701	21060
702	21301
703	21318
704	21447
705	21458
706	21474
707	21497
708	21506
709	21524
710	21552
711	21670
712	21690
713	21706
714	21732
715	21811
716	21849
717	21855
718	22095
719	22105
720	22167
721	22193
722	22229
723	22323
724	22355
725	22398
726	22444
727	22543
728	22585
729	22627
730	22681
731	22820
732	22847
733	22893
734	23273
735	23311
736	23376
737	23406
738	23438
739	23495
740	23525
741	23582
742	23654
743	24644
744	24713
745	24794
746	24818
747	24962
748	25043
749	25245
750	25282
751	25538
752	25595
753	25615
754	25715
755	25816
756	25909
757	25979
758	26020
759	26459
760	26486
761	26578
762	26721
763	27081
764	27142
765	27285
766	27443
767	27555
768	27807
769	27812
770	27828
771	27852
772	27857
773	27858
774	27859
775	27870
776	27874
777	27882
778	27895
779	27927
780	27938
781	27941
782	27946
783	27951
784	27959
785	27966
786	27970
787	27980
788	27982
789	27985
790	28002
791	28014
792	28043
793	28054
794	28058
795	28072
796	28110
797	28113
798	28128
799	28134
800	28150
801	28156
802	28181
803	28213
804	28229
805	28235
806	28253
807	28265
808	28276
809	29091
810	29153
811	29184
812	29207
813	29217
814	29235
815	29241
816	29245
817	29258
818	29276
819	29294
820	29298
821	29300
822	29307
823	29328
824	29344
825	29351
826	29358
827	29404
828	29405
829	29413
830	29435
831	29447
832	29472
833	29481
834	29486
835	29495
836	29498
837	29515
838	29530
839	29576
840	29604
841	29643
842	29675
843	29698
844	29707
845	29736
846	29770
847	29797
848	29824
849	29923
850	29937
851	29963
852	29991
853	30009
854	30022
855	30038
856	30044
857	30103
858	30147
859	30214
860	30226
861	30242
862	30311
863	30333
864	30347
865	30373
866	30405
867	30467
868	30557
869	30613
870	30674
871	30745
872	30824
873	31002
874	31131
875	31387
876	31484
877	31546
878	31702
879	31758
880	31939
881	33204
882	33217
883	33250
884	33282
885	33295
886	33307
887	33423
888	33429
889	33471
890	33493
891	33568
892	33653
893	33667
894	33873
895	33915
896	33936
897	33948
898	33958
899	33979
900	33990
901	34011
902	34024
903	35119
904	35134
905	35146
906	35154
907	35182
908	35194
909	35208
910	35275
911	35303
912	35314
913	35316
914	35320
915	35348
916	35363
917	35372
918	35378
919	35565
920	35575
921	35594
922	35603
923	35626
924	35662
925	35671
926	35685
927	35698
928	35714
929	35741
930	35765
931	35799
932	35811
933	35866
934	35886
935	36028
936	36047
937	36103
938	36167
939	36224
940	36236
941	36249
942	36304
943	36334
944	36362
945	36387
946	36443
947	36453
948	36464
949	36471
950	36481
951	36543
952	36562
953	36596
954	36613
955	36627
956	36640
957	36640
958	36657
959	36668
960	36677
961	36684
962	36702
963	36707
964	36712
965	36718
966	36761
967	36794
968	36822
969	36830
970	36865
971	36877
972	36887
973	36893
974	36910
975	36925
976	36947
977	36961
978	36987
979	37009
980	37038
981	37198
982	37241
983	37256
984	37271
985	37292
986	37319
987	37356
988	37405
989	37447
990	37651
991	37666
992	37710
993	37736
994	37805
995	37830
996	37839
997	37859
998	37913
999	38002
1000	38038
1001	38560
1002	38694
1003	38818
1004	38838
1005	38878
1006	38956
1007	39056
1008	39076
1009	39097
1010	39116
1011	39137
1012	39151
1013	39192
1014	39223
1015	39453
1016	39462
1017	39512
1018	39536
1019	39630
1020	39714
1021	39748
1022	39802
1023	39878
1024	39906
1025	39918
1026	39923
1027	39936
1028	39942
1029	39942
